;;;EXPIRE DATE;PUT/CALL;STRIKE PRICE;CF BID;CF ASK;IMPLIED VOLTLTY;DELTA;GAMMA;RHO;THETA;VEGA;Time to maturity;;;;;EXPIRE DATE;PUT/CALL;STRiIKE PRICE;CF BID;CF ASK;IMPiLIED VOLTLTY;DELTA;GAMMA;RHO;THETA;VEGA
;;/NDXe1625B3675.U;16/05/2025;C-EU;23675;1.45;3.3;286.706;0.0047;0;0.0749;-0.3624;0.6657;31;;;;/NDXq1625B3675.U;16/05/2025;P-EU;23675;4670.5;4812.2;363.876;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B3700.U;16/05/2025;C-EU;23700;1.4;3.3;28.788;0.0047;0;0.0746;-0.3626;0.6658;31;;;;/NDXq1625B3700.U;16/05/2025;P-EU;23700;4698.9;4844;365.273;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B3725.U;16/05/2025;C-EU;23725;1.4;3.2;286.849;0.0047;0;0.0737;-0.3595;0.6661;31;;;;/NDXq1625B3725.U;16/05/2025;P-EU;23725;4716.9;4862;366.484;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B3750.U;16/05/2025;C-EU;23750;1.35;3.2;289.857;0.0046;0;0.0722;-0.3531;0.6665;31;;;;/NDXq1625B3750.U;16/05/2025;P-EU;23750;4741.8;4886.9;367.879;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B3775.U;16/05/2025;C-EU;23775;1.35;3.2;290.659;0.0045;0;0.0719;-0.3533;0.6667;31;;;;/NDXq1625B3775.U;16/05/2025;P-EU;23775;4766.7;4911.7;369.087;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B3800.U;16/05/2025;C-EU;23800;1.35;3.2;291.461;0.0045;0;0.071;-0.3502;0.667;31;;;;/NDXq1625B3800.U;16/05/2025;P-EU;23800;4798.5;4943.6;370.478;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B3825.U;16/05/2025;C-EU;23825;1.3;3.2;290.794;0.0045;0;0.0708;-0.3503;0.6672;31;;;;/NDXq1625B3825.U;16/05/2025;P-EU;23825;4816.4;4961.5;371.684;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B3850.U;16/05/2025;C-EU;23850;1.3;3.2;293.428;0.0044;0;0.0699;-0.3472;0.6675;31;;;;/NDXq1625B3850.U;16/05/2025;P-EU;23850;4841.3;4986.5;373.072;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B3875.U;16/05/2025;C-EU;23875;1.3;3.1;294.226;0.0044;0;0.0696;-0.3474;0.6676;31;;;;/NDXq1625B3875.U;16/05/2025;P-EU;23875;4863.6;5021;374.458;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B3900.U;16/05/2025;C-EU;23900;1.3;3.1;293.557;0.0043;0;0.0681;-0.341;0.6681;31;;;;/NDXq1625B3900.U;16/05/2025;P-EU;23900;4898;5043.1;375.659;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B3925.U;16/05/2025;C-EU;23925;1.3;3.1;294.354;0.0042;0;0.0672;-0.3379;0.6683;31;;;;/NDXq1625B3925.U;16/05/2025;P-EU;23925;4918.3;5061;377.043;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B3950.U;16/05/2025;C-EU;23950;1.25;3.1;29.698;0.0042;0;0.067;-0.3381;0.6685;31;;;;/NDXq1625B3950.U;16/05/2025;P-EU;23950;4940.9;5086;378.241;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B3975.U;16/05/2025;C-EU;23975;1.25;3.1;297.774;0.0032;0;0.0507;-0.2557;0.6722;31;;;;/NDXq1625B3975.U;16/05/2025;P-EU;23975;4969.1;5110.9;379.622;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4000.U;16/05/2025;C-EU;24000;1.25;3.1;298.933;0.0042;0;0.0659;-0.3352;0.669;31;;;;/NDXq1625B4000.U;16/05/2025;P-EU;24000;4990.6;5135.7;381.001;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4025.U;16/05/2025;C-EU;24025;1.2;3.1;299.724;0.0041;0;0.0657;-0.3353;0.6691;31;;;;/NDXq1625B4025.U;16/05/2025;P-EU;24025;5015.5;5160.6;381.094;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4050.U;16/05/2025;C-EU;24050;1.2;3;300.515;0.0041;0;0.0648;-0.3322;0.6694;31;;;;/NDXq1625B4050.U;16/05/2025;P-EU;24050;5043.1;5197;38.247;-0.9979;0;-207.414;21.728;0.2963
;;/NDXe1625B4075.U;16/05/2025;C-EU;24075;1.2;3;299.842;0.004;0;0.064;-0.3291;0.6697;31;;;;/NDXq1625B4075.U;16/05/2025;P-EU;24075;5065.1;5210.2;383.845;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4100.U;16/05/2025;C-EU;24100;1.15;3;302.458;0.004;0;0.0637;-0.3293;0.6699;31;;;;/NDXq1625B4100.U;16/05/2025;P-EU;24100;5097.1;5242.2;385.218;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4125.U;16/05/2025;C-EU;24125;1.15;2.95;303.245;0.004;0;0.0635;-0.3295;0.6701;31;;;;/NDXq1625B4125.U;16/05/2025;P-EU;24125;5111.8;5277.9;386.407;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4150.U;16/05/2025;C-EU;24150;1.15;2.95;304.397;0.003;0;0.0481;-0.2504;0.6734;31;;;;/NDXq1625B4150.U;16/05/2025;P-EU;24150;5130.7;5292.6;387.778;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4175.U;16/05/2025;C-EU;24175;1.1;2.95;305.547;0.0039;0;0.0612;-0.32;0.6708;31;;;;/NDXq1625B4175.U;16/05/2025;P-EU;24175;5171.7;5316.8;388.963;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4200.U;16/05/2025;C-EU;24200;1.1;2.95;306.331;0.0039;0;0.061;-0.3202;0.6709;31;;;;/NDXq1625B4200.U;16/05/2025;P-EU;24200;5186.4;5346.2;390.331;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4225.U;16/05/2025;C-EU;24225;1.1;2.9;307.114;0.0038;0;0.0596;-0.3137;0.6714;31;;;;/NDXq1625B4225.U;16/05/2025;P-EU;24225;5214.6;5359.7;391.697;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4250.U;16/05/2025;C-EU;24250;1.05;2.9;30.826;0.0038;0;0.0594;-0.3139;0.6715;31;;;;/NDXq1625B4250.U;16/05/2025;P-EU;24250;5239.4;5384.5;392.879;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4275.U;16/05/2025;C-EU;24275;1;2.9;309.041;0.0037;0;0.0592;-0.3141;0.6717;31;;;;/NDXq1625B4275.U;16/05/2025;P-EU;24275;5254.8;5419.1;394.242;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4300.U;16/05/2025;C-EU;24300;1;2.9;310.185;0.0029;0;0.0459;-0.2449;0.6746;31;;;;/NDXq1625B4300.U;16/05/2025;P-EU;24300;5289.2;5434.3;395.421;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4325.U;16/05/2025;C-EU;24325;0.95;2.9;309.507;0.0036;0;0.0576;-0.3079;0.6723;31;;;;/NDXq1625B4325.U;16/05/2025;P-EU;24325;5308.9;5477;396.781;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4350.U;16/05/2025;C-EU;24350;0.95;2.85;312.106;0.0036;0;0.0574;-0.3081;0.6724;31;;;;/NDXq1625B4350.U;16/05/2025;P-EU;24350;5335.5;5495.2;39.814;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4375.U;16/05/2025;C-EU;24375;0.95;2.85;312.882;0.0036;0;0.0566;-0.305;0.6727;31;;;;/NDXq1625B4375.U;16/05/2025;P-EU;24375;5363.9;5509;399.498;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4400.U;16/05/2025;C-EU;24400;0.95;2.85;314.022;0.0035;0;0.0558;-0.3018;0.673;31;;;;/NDXq1625B4400.U;16/05/2025;P-EU;24400;5395.7;5540.8;400.854;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4425.U;16/05/2025;C-EU;24425;0.9;2.85;314.796;0.0035;0;0.0556;-0.302;0.6732;31;;;;/NDXq1625B4425.U;16/05/2025;P-EU;24425;5413.6;5558.8;402.208;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4450.U;16/05/2025;C-EU;24450;0.9;2.8;315.933;0.0028;0;0.0444;-0.2427;0.6757;31;;;;/NDXq1625B4450.U;16/05/2025;P-EU;24450;5441.3;5583.6;403.379;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4475.U;16/05/2025;C-EU;24475;0.9;2.8;317.069;0.0035;0;0.0546;-0.2991;0.6737;31;;;;/NDXq1625B4475.U;16/05/2025;P-EU;24475;5470.3;5615.4;404.548;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4500.U;16/05/2025;C-EU;24500;0.85;2.8;31.784;0.0034;0;0.0539;-0.296;0.674;31;;;;/NDXq1625B4500.U;16/05/2025;P-EU;24500;5488.3;5633.4;401.164;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4525.U;16/05/2025;C-EU;24525;0.85;2.8;316.793;0.0034;0;0.0537;-0.2962;0.6741;31;;;;/NDXq1625B4525.U;16/05/2025;P-EU;24525;5520.1;5665.2;402.514;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4550.U;16/05/2025;C-EU;24550;0.85;2.8;319.742;0.0033;0;0.0529;-0.2931;0.6744;31;;;;/NDXq1625B4550.U;16/05/2025;P-EU;24550;5545;5690.1;403.863;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4575.U;16/05/2025;C-EU;24575;0.85;2.75;320.874;0.0033;0;0.0528;-0.2933;0.6746;31;;;;/NDXq1625B4575.U;16/05/2025;P-EU;24575;5563;5708.1;405.211;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4600.U;16/05/2025;C-EU;24600;0.8;2.75;322.004;0.0027;0;0.0423;-0.2373;0.6769;31;;;;/NDXq1625B4600.U;16/05/2025;P-EU;24600;5587.8;5732.9;406.557;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4625.U;16/05/2025;C-EU;24625;0.8;2.75;322.769;0.0027;0;0.0421;-0.2375;0.677;31;;;;/NDXq1625B4625.U;16/05/2025;P-EU;24625;5616.6;5767.5;407.902;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4650.U;16/05/2025;C-EU;24650;0.8;2.75;322.446;0.0027;0;0.042;-0.2376;0.6772;31;;;;/NDXq1625B4650.U;16/05/2025;P-EU;24650;5637.6;5782.7;408.882;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4675.U;16/05/2025;C-EU;24675;0.8;2.75;324.661;0.0032;0;0.0509;-0.2874;0.6755;31;;;;/NDXq1625B4675.U;16/05/2025;P-EU;24675;5662.5;5807.6;410.224;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4700.U;16/05/2025;C-EU;24700;0.8;2.7;325.786;0.0032;0;0.0502;-0.2843;0.6758;31;;;;/NDXq1625B4700.U;16/05/2025;P-EU;24700;5694.3;5839.4;411.565;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4725.U;16/05/2025;C-EU;24725;0.75;2.7;32.546;0.0032;0;0.05;-0.2845;0.676;31;;;;/NDXq1625B4725.U;16/05/2025;P-EU;24725;5719.2;5864.3;412.904;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4750.U;16/05/2025;C-EU;24750;0.75;2.7;327.671;0.0032;0;0.0498;-0.2847;0.6762;31;;;;/NDXq1625B4750.U;16/05/2025;P-EU;24750;5744.1;5889.2;414.242;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4775.U;16/05/2025;C-EU;24775;0.75;2.7;327.706;0.0031;0;0.0491;-0.2816;0.6765;31;;;;/NDXq1625B4775.U;16/05/2025;P-EU;24775;5765;5907.1;415.578;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4800.U;16/05/2025;C-EU;24800;0.75;2.7;329.552;0.0031;0;0.0484;-0.2784;0.6768;31;;;;/NDXq1625B4800.U;16/05/2025;P-EU;24800;5786.9;5932;416.914;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4825.U;16/05/2025;C-EU;24825;0.7;2.65;330.671;0.0031;0;0.0482;-0.2786;0.6769;31;;;;/NDXq1625B4825.U;16/05/2025;P-EU;24825;5808.6;5968.3;417.885;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4850.U;16/05/2025;C-EU;24850;0.7;2.65;330.342;0.003;0;0.0481;-0.2788;0.6771;31;;;;/NDXq1625B4850.U;16/05/2025;P-EU;24850;5843.7;5988.8;419.217;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4875.U;16/05/2025;C-EU;24875;0.7;2.65;33.146;0.003;0;0.0474;-0.2757;0.6774;31;;;;/NDXq1625B4875.U;16/05/2025;P-EU;24875;5861.6;6006.7;420.548;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4900.U;16/05/2025;C-EU;24900;0.7;2.65;332.576;0.0025;0;0.0395;-0.2329;0.6791;31;;;;/NDXq1625B4900.U;16/05/2025;P-EU;24900;5886.5;6031.6;421.878;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4925.U;16/05/2025;C-EU;24925;0.65;2.6;334.777;0.0029;0;0.0465;-0.2728;0.6779;31;;;;/NDXq1625B4925.U;16/05/2025;P-EU;24925;5911.4;6056.5;423.206;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4950.U;16/05/2025;C-EU;24950;0.65;2.6;335.529;0.0025;0;0.0393;-0.2333;0.6794;31;;;;/NDXq1625B4950.U;16/05/2025;P-EU;24950;5933;6092.4;424.533;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B4975.U;16/05/2025;C-EU;24975;0.65;2.6;336.642;0.0025;0;0.0392;-0.2335;0.6796;31;;;;/NDXq1625B4975.U;16/05/2025;P-EU;24975;5961.2;6106.3;425.859;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5000.U;16/05/2025;C-EU;25000;0.65;2.6;337.754;0.0029;0;0.0455;-0.27;0.6785;31;;;;/NDXq1625B5000.U;16/05/2025;P-EU;25000;5983;6142.4;426.822;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5025.U;16/05/2025;C-EU;25025;0.65;2.6;338.865;0.0028;0;0.0448;-0.2669;0.6788;31;;;;/NDXq1625B5025.U;16/05/2025;P-EU;25025;6007.7;6167.1;428.144;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5050.U;16/05/2025;C-EU;25050;0.6;2.55;339.974;0.0028;0;0.0447;-0.2671;0.679;31;;;;/NDXq1625B5050.U;16/05/2025;P-EU;25050;6039.7;6180.9;429.466;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5075.U;16/05/2025;C-EU;25075;0.6;2.55;340.555;0.0028;0;0.0445;-0.2673;0.6792;31;;;;/NDXq1625B5075.U;16/05/2025;P-EU;25075;6064.6;6205.8;430.786;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5100.U;16/05/2025;C-EU;25100;0.6;2.55;341.567;0.0028;0;0.0444;-0.2675;0.6794;31;;;;/NDXq1625B5100.U;16/05/2025;P-EU;25100;6082.4;6241.7;432.105;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5125.U;16/05/2025;C-EU;25125;0.6;2.55;342.579;0.0028;0;0.0437;-0.2644;0.6797;31;;;;/NDXq1625B5125.U;16/05/2025;P-EU;25125;6117.4;6262.5;433.422;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5150.U;16/05/2025;C-EU;25150;0.6;2.55;342.747;0.0027;0;0.043;-0.2613;0.68;31;;;;/NDXq1625B5150.U;16/05/2025;P-EU;25150;6138.1;6291.5;434.739;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5175.U;16/05/2025;C-EU;25175;0.55;2.5;341.235;0.0027;0;0.0429;-0.2615;0.6801;31;;;;/NDXq1625B5175.U;16/05/2025;P-EU;25175;6151.3;6320.3;436.053;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5200.U;16/05/2025;C-EU;25200;0.55;2.5;344.766;0.0027;0;0.0428;-0.2616;0.6803;31;;;;/NDXq1625B5200.U;16/05/2025;P-EU;25200;6192.1;6337.2;437.007;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5225.U;16/05/2025;C-EU;25225;0.55;2.5;345.773;0.0027;0;0.0426;-0.2618;0.6805;31;;;;/NDXq1625B5225.U;16/05/2025;P-EU;25225;6210.1;6355.2;438.319;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5250.U;16/05/2025;C-EU;25250;0.55;2.5;345.939;0.0023;0;0.0368;-0.2274;0.2923;31;;;;/NDXq1625B5250.U;16/05/2025;P-EU;25250;6241.9;6387;43.963;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5275.U;16/05/2025;C-EU;25275;0.55;2.5;346.945;0.0026;0;0.0418;-0.2589;0.681;31;;;;/NDXq1625B5275.U;16/05/2025;P-EU;25275;6256.6;6415.9;440.939;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5300.U;16/05/2025;C-EU;25300;0.55;2.5;34.795;0.0026;0;0.0412;-0.2558;0.6813;31;;;;/NDXq1625B5300.U;16/05/2025;P-EU;25300;6284.7;6429.8;442.247;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5325.U;16/05/2025;C-EU;25325;0.5;2.45;348.953;0.0026;0;0.0411;-0.256;0.6815;31;;;;/NDXq1625B5325.U;16/05/2025;P-EU;25325;6312.4;6465.6;443.554;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5350.U;16/05/2025;C-EU;25350;0.5;2.45;349.117;0.0026;0;0.0409;-0.2562;0.6817;31;;;;/NDXq1625B5350.U;16/05/2025;P-EU;25350;6341.4;6486.5;44.486;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5375.U;16/05/2025;C-EU;25375;0.5;2.45;347.604;0.0026;0;0.0408;-0.2564;0.6818;31;;;;/NDXq1625B5375.U;16/05/2025;P-EU;25375;6359.4;6504.5;446.164;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5400.U;16/05/2025;C-EU;25400;0.5;2.45;351.119;0.0025;0;0.0402;-0.2532;0.6821;31;;;;/NDXq1625B5400.U;16/05/2025;P-EU;25400;6384.3;6529.4;447.108;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5425.U;16/05/2025;C-EU;25425;0.5;2.45;352.118;0.0023;0;0.0356;-0.2239;0.2931;31;;;;/NDXq1625B5425.U;16/05/2025;P-EU;25425;6405.9;6565.2;448.409;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5450.U;16/05/2025;C-EU;25450;0.5;2.45;353.117;0.0022;0;0.0355;-0.2239;0.2932;31;;;;/NDXq1625B5450.U;16/05/2025;P-EU;25450;6436.8;6579.2;44.971;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5475.U;16/05/2025;C-EU;25475;0.45;2.4;353.277;0.0022;0;0.0354;-0.224;0.2933;31;;;;/NDXq1625B5475.U;16/05/2025;P-EU;25475;6455.7;6614.7;451.009;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5500.U;16/05/2025;C-EU;25500;0.45;2.4;354.274;0.0022;0;0.0353;-0.2241;0.2933;31;;;;/NDXq1625B5500.U;16/05/2025;P-EU;25500;6481.3;6638.7;452.307;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5525.U;16/05/2025;C-EU;25525;0.45;2.4;355.269;0.0022;0;0.0346;-0.2202;0.2935;31;;;;/NDXq1625B5525.U;16/05/2025;P-EU;25525;6508.8;6653.9;453.603;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5550.U;16/05/2025;C-EU;25550;0.45;2.4;356.264;0.0024;0;0.0384;-0.2478;0.6835;31;;;;/NDXq1625B5550.U;16/05/2025;P-EU;25550;6533.7;6678.7;454.898;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5575.U;16/05/2025;C-EU;25575;0.45;2.4;357.258;0.0024;0;0.0383;-0.248;0.293;31;;;;/NDXq1625B5575.U;16/05/2025;P-EU;25575;6565.5;6710.6;456.192;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5600.U;16/05/2025;C-EU;25600;0.45;2.4;357.415;0.0024;0;0.0377;-0.2441;0.2932;31;;;;/NDXq1625B5600.U;16/05/2025;P-EU;25600;6583.4;6728.5;457.127;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5625.U;16/05/2025;C-EU;25625;0.4;2.35;358.406;0.0024;0;0.0376;-0.2441;0.2933;31;;;;/NDXq1625B5625.U;16/05/2025;P-EU;25625;6615.3;6760.4;464.329;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5650.U;16/05/2025;C-EU;25650;0.4;2.35;359.397;0.0024;0;0.0375;-0.2442;0.2934;31;;;;/NDXq1625B5650.U;16/05/2025;P-EU;25650;6624.8;6788;465.617;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5675.U;16/05/2025;C-EU;25675;0.4;2.35;360.387;0.0024;0;0.0374;-0.2443;0.2935;31;;;;/NDXq1625B5675.U;16/05/2025;P-EU;25675;6658.1;6803.2;472.639;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5700.U;16/05/2025;C-EU;25700;0.4;2.35;361.376;0.0023;0;0.0367;-0.2404;0.2937;31;;;;/NDXq1625B5700.U;16/05/2025;P-EU;25700;6689.9;6835;468.011;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5725.U;16/05/2025;C-EU;25725;0.4;2.35;362.364;0.0023;0;0.0366;-0.2404;0.2938;31;;;;/NDXq1625B5725.U;16/05/2025;P-EU;25725;6707.9;6853;469.295;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5750.U;16/05/2025;C-EU;25750;0.4;2.35;362.516;0.0023;0;0.036;-0.2365;0.294;31;;;;/NDXq1625B5750.U;16/05/2025;P-EU;25750;6739.7;6884.8;470.578;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5775.U;16/05/2025;C-EU;25775;0.4;2.35;363.502;0.0023;0;0.0359;-0.2366;0.294;31;;;;/NDXq1625B5775.U;16/05/2025;P-EU;25775;6754.6;6913.9;471.859;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5800.U;16/05/2025;C-EU;25800;0.35;2.3;364.487;0.0021;0;0.0331;-0.2169;0.2946;31;;;;/NDXq1625B5800.U;16/05/2025;P-EU;25800;6779.3;6938.5;47.314;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5825.U;16/05/2025;C-EU;25825;0.35;2.3;362.141;0.0023;0;0.0357;-0.2367;0.2942;31;;;;/NDXq1625B5825.U;16/05/2025;P-EU;25825;6802.3;6970.4;47.424;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5850.U;16/05/2025;C-EU;25850;0.35;2.3;366.454;0.0023;0;0.0356;-0.2368;0.2943;31;;;;/NDXq1625B5850.U;16/05/2025;P-EU;25850;6835.3;6977.4;468.283;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5875.U;16/05/2025;C-EU;25875;0.35;2.3;367.436;0.0022;0;0.035;-0.2329;0.2945;31;;;;/NDXq1625B5875.U;16/05/2025;P-EU;25875;6864.2;7009.3;46.942;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5900.U;16/05/2025;C-EU;25900;0.35;2.3;367.585;0.0022;0;0.0349;-0.233;0.2946;31;;;;/NDXq1625B5900.U;16/05/2025;P-EU;25900;6882.2;7027.3;470.557;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5925.U;16/05/2025;C-EU;25925;0.35;2.3;368.566;0.002;0;0.0321;-0.2133;0.2952;31;;;;/NDXq1625B5925.U;16/05/2025;P-EU;25925;6914;7059.1;471.692;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5950.U;16/05/2025;C-EU;25950;0.35;2.3;367.051;0.0022;0;0.0342;-0.2291;0.2949;31;;;;/NDXq1625B5950.U;16/05/2025;P-EU;25950;6931.9;7077;472.826;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B5975.U;16/05/2025;C-EU;25975;0.3;2.25;370.523;0.0022;0;0.0341;-0.2292;0.295;31;;;;/NDXq1625B5975.U;16/05/2025;P-EU;25975;6963.8;7108.9;473.959;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6000.U;16/05/2025;C-EU;26000;0.3;2.25;37.15;0.0022;0;0.034;-0.2293;0.2951;31;;;;/NDXq1625B6000.U;16/05/2025;P-EU;26000;6988.7;7133.7;475.091;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6025.U;16/05/2025;C-EU;26025;0.3;2.25;372.477;0.0022;0;0.0339;-0.2293;0.2952;31;;;;/NDXq1625B6025.U;16/05/2025;P-EU;26025;7003.4;7166.5;475.877;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6050.U;16/05/2025;C-EU;26050;0.3;2.25;370.962;0.0021;0;0.0339;-0.2294;0.2953;31;;;;/NDXq1625B6050.U;16/05/2025;P-EU;26050;7038.4;7183.5;476.661;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6075.U;16/05/2025;C-EU;26075;0.3;2.25;373.596;0.0021;0;0.0332;-0.2255;0.2954;31;;;;/NDXq1625B6075.U;16/05/2025;P-EU;26075;7047.6;7226.2;47.779;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6100.U;16/05/2025;C-EU;26100;0.3;2.25;37.457;0.0021;0;0.0332;-0.2256;0.2955;31;;;;/NDXq1625B6100.U;16/05/2025;P-EU;26100;7084.1;7236.1;478.918;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6125.U;16/05/2025;C-EU;26125;0.3;2.25;375.543;0.002;0;0.0315;-0.2138;0.2959;31;;;;/NDXq1625B6125.U;16/05/2025;P-EU;26125;7106.2;7251.3;480.044;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6150.U;16/05/2025;C-EU;26150;0.3;2.25;376.515;0.002;0;0.0308;-0.2099;0.2961;31;;;;/NDXq1625B6150.U;16/05/2025;P-EU;26150;7138;7283.1;481.169;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6175.U;16/05/2025;C-EU;26175;0.25;2.2;377.485;0.0021;0;0.0324;-0.2218;0.2959;31;;;;/NDXq1625B6175.U;16/05/2025;P-EU;26175;7156;7301.1;482.294;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6200.U;16/05/2025;C-EU;26200;0.25;2.2;378.455;0.002;0;0.0323;-0.2219;0.296;31;;;;/NDXq1625B6200.U;16/05/2025;P-EU;26200;7180.9;7326;483.417;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6225.U;16/05/2025;C-EU;26225;0.25;2.2;379.424;0.002;0;0.0322;-0.2219;0.2961;31;;;;/NDXq1625B6225.U;16/05/2025;P-EU;26225;7205.8;7350.8;484.539;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6250.U;16/05/2025;C-EU;26250;0.25;2.2;380.392;0.0019;0;0.0305;-0.2101;0.2965;31;;;;/NDXq1625B6250.U;16/05/2025;P-EU;26250;7237.6;7382.7;485.316;NULL;NULL;NULL;NULL;NULL
;;/NDXe1625B6275.U;16/05/2025;C-EU;26275;0.25;2.2;380.531;0.002;0;0.0315;-0.2181;0.2964;31;;;;/NDXq1625B6275.U;16/05/2025;P-EU;26275;7255.6;7400.6;486.092;NULL;NULL;NULL;NULL;NULL
